asin,product_title,product_price,product_original_price,product_star_rating,product_num_ratings,product_num_offers,product_minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume,delivery,has_variations
B0858974Q2,SAMSUNG Galaxy A10e GSM Unlocked (not CDMA) 32GB Smartphone - Black (Renewed),69.0,74.99,3.8,1199,16,67.69,False,False,False,True,50,"FREE delivery Sat, Sep 21 Only 13 left in stock - order soon.",True
B0757B9VFG,"VTech AM18447 Main Console 4-Line Expandable Small Business Office Phone System with Answering Machine, Intercom, Auto Attendant &amp; Music on Hold , Black",149.95,164.95,4.3,1161,6,55.94,False,False,True,False,300,"FREE delivery Thu, Sep 26 Or fastest delivery Tue, Sep 24",False
B0D6YWSJ1B,"DOOGEE Blade 10 Ultra Rugged Smartphone, 20GB RAM+256GB ROM Rugged Phone Unlocked Android 14,6.56&#x27;&#x27;90Hz Display,50MP Camera, IP68/IP69K Waterproof Phones, Face ID/NFC/GPS/OTG",279.99,279.99,5.0,14,1,279.99,False,False,True,False,50,"FREE delivery Tue, Sep 24",False
B08GPJYY54,"VTech VS113-5 Extended Range 5 Handset Cordless Phone for Home with Call Blocking, Connect to Cell Bluetooth, 2&quot; Backlit Screen, Big Buttons, and Answering System, Silver &amp; Black",119.95,142.95,4.0,1910,2,75.26,False,False,True,False,100,"FREE delivery Tue, Sep 24",False
B0CKXL587M,"CAT S22 Rugged Flip Phone (16GB) 2.8&quot; Touchscreen Smart Cell Phone Android 11, IP68 Water Resistant, T-Mobile 4G LTE GSM Single Nano Slot,Compatible with T-Mobile(New)",64.89,64.89,3.7,402,1,64.89,False,False,True,False,500,"FREE delivery Tue, Sep 24",False
B003BNY7QG,"AT&amp;T ML17939 2-Line Corded Telephone with Digital Answering System and Caller ID/Call Waiting, Black/Silver",70.32,87.95,4.3,1082,83,40.32,False,False,True,False,200,"FREE delivery Tue, Sep 24",False
B07MQVW2T6,Prepaid At&amp;T Axia 4G LTE 16GB Android 8.1 LCD 5.5&quot;,39.99,39.99,3.4,362,9,28.73,False,False,True,False,50,"FREE delivery Fri, Sep 27 Only 2 left in stock - order soon.",False
B09DDCGFGJ,"Panasonic Cordless Phone System, Expandable Home Phone with Call Blocking, Bilingual Caller ID and High-Contrast Display, 1 Handset - KX-TGD610B (Black)",34.49,34.49,4.3,5343,12,17.24,False,False,True,False,100,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B08H85VZNX,"Google Pixel 4a Smartphone, 128GB Storage &amp; Unlocked Cellular - Just Black (Renewed)",130.0,159.99,4.0,1204,11,109.85,False,False,False,True,50,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 2 left in stock - order soon.",False
B0CJB9FW71,BLU G73 | 2023 | 3-Day Battery | Unlocked | 6.8” HD+ Infinity Display | 128/6GB | Triple 50MP Camera | US Version | US Warranty | Blue,114.99,114.99,3.9,165,4,40.0,False,False,True,False,469,"FREE delivery Thu, Sep 26",True
B09R6FJWWS,"SAMSUNG Galaxy A53 5G A Series Cell Phone, Factory Unlocked Android Smartphone, 128GB, 6.5” FHD Super AMOLED Screen, Long Battery Life, US Version, Black",168.29,168.29,4.3,4495,1,135.498,False,False,False,True,100,"FREE delivery Tue, Sep 24",False
B007P8DMBE,"AT&amp;T TL88102 DECT 6.0 2-Line Expandable Cordless Phone with Answering System and Dual Caller ID/Call Waiting, 1 Handset, Silver/Black",95.53,119.95,4.1,836,49,38.11,False,False,True,False,100,"FREE delivery Tue, Sep 24",False
B07X4B9G32,Moto Z4 - For Verizon - 128 GB - Flash Gray (Renewed),80.29,94.79,4.2,795,8,64.57,False,False,False,True,100,"FREE delivery Fri, Sep 27 Or fastest delivery Tomorrow, Sep 20 Only 19 left in stock - order soon.",False
B08HVXC89J,LIVELY Jitterbug Flip2 - Flip Cell Phone for Seniors - Not Compatible with Other Wireless Carriers- Must Be Activated Phone Plan- Graphite,47.99,79.99,4.0,3219,11,44.34,False,False,True,False,300,"FREE delivery Tue, Sep 24",True
B09X7G4FT4,"Tracfone Samsung Galaxy A13 5G, 64GB, Black - Prepaid Smartphone (Locked)",159.99,159.99,4.3,860,2,72.76,False,False,True,False,100,"FREE delivery Tue, Sep 24 Only 11 left in stock - order soon.",False
B0D485PQTD,"SAMSUNG Galaxy A05s (SM-A057M/DS), 128GB 4GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Case Bundle) (Light Violet)",125.0,125.0,5.0,1,1,125.0,False,False,True,False,100,"FREE delivery Tue, Sep 24",True
B08FRS3R32,"SAMSUNG Galaxy S20+ Plus 5G Factory Unlocked Android Cell Phone SM-G986U US Version | 128GB | Fingerprint ID &amp; Facial Recognition | Long-Lasting Battery (Cosmic Black, 128GB)",249.7,349.0,3.7,305,8,213.91,False,False,True,False,200,"FREE delivery Tue, Sep 24 Only 1 left in stock - order soon.",True
B0D7ZWSVGB,"CMF Phone 1 8+256GB - Unlocked Smartphone with 50 MP Rear Camera with Ultra XDR, 6,67&quot; Super AMOLED Display and Nothing OS 2.6 - Light Green",289.0,289.0,4.2,9,1,289.0,False,False,True,False,100,"FREE delivery Tue, Sep 24",True
B0845ZVJW3,"Samsung Galaxy Note 10+, 256GB, Aura Black - Fully Unlocked (Renewed)",264.95,299.99,4.2,2949,14,217.95,False,False,False,True,200,"FREE delivery Sat, Sep 21 Only 2 left in stock - order soon.",False
B09KMH4G81,Samsung Galaxy A42 5G 128GB Prism Dot Black for Verizon (Renewed),124.0,124.0,4.1,341,6,80.0,False,False,False,True,50,"FREE delivery Sep 24 - 26 Or fastest delivery Sat, Sep 21 Only 2 left in stock - order soon.",False
B0D19B2D19,"SAMSUNG Galaxy Z Flip 6 AI Cell Phone, 512GB Unlocked Android Smartphone, FlexCam, Photo Assist, Camcorder Mode, Live Interpreter, Foldable Design, 2024, US 1 Yr Manufacturer Warranty, Silver Shadow",944.96,1219.99,4.2,93,8,899.99,False,False,False,True,300,"FREE delivery Sep 23 - 24 Or fastest delivery Tomorrow, Sep 20",True
B08R61G69Q,"Google Pixel 4a with 5G, 6.2&quot;, 128GB, 6GB RAM, Unlocked Cellular - Just Black (Renewed)",135.0,159.0,3.8,866,10,128.95,False,False,False,True,100,"FREE delivery Sat, Sep 21 Only 4 left in stock - order soon.",False
B0CHLFVL28,Motorola Moto G Stylus 5G/ 128GB Stainless Steel Blue W/ 50MP Camera- Verizon (Renewed),113.87,113.87,3.6,21,11,95.09,False,False,False,False,469,"FREE delivery Sep 25 - 27 Or fastest delivery Tomorrow, Sep 20 Only 7 left in stock - order soon.",False
B07R5CJDD7,Google - Pixel 3a X-Large with 64GB Memory Cell Phone (Unlocked) - Just Black (G020C),139.99,479.0,4.3,4559,20,109.9,False,False,True,False,469,"FREE delivery Tue, Sep 24",True
B0BDY7QHXS,"Apple iPhone SE 3rd Gen, 64GB, Midnight - T-Mobile (Renewed)",197.0,197.0,4.3,1827,15,177.95,False,False,False,False,50,"FREE delivery Tomorrow, Sep 20",True
B0CZRJMN8G,"Big Button Phone for Seniors, Corded Landline Telephone with Handsfree Function and 9 Groups of Memory, One-Touch Dialling,Suitable People with Vision Disorders/Hearing Damage (EX-LD-858HF)",29.99,29.99,4.5,25,1,29.99,False,False,True,False,300,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B086H3HH5V,Moto E | Unlocked | Made for US by Motorola | 2/32GB | 13MP Camera | 2020 | Blue,107.99,119.99,4.4,16748,4,61.03,False,False,True,False,469,"FREE delivery Thu, Sep 26",True
B0CGVM1TBK,"Landline Phone, Big Button Phone for Seniors, Telephone Can One-Touch Dialling with 9 Piction, Suitable for People with Vision Disorders/Hearing Damage, Corded Phone Can Be Used for Home, Office",29.99,29.99,4.0,148,2,28.95,False,False,True,False,300,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B008UZE0IU,"VTech CD1113 Corded Phone for Home Office - Easy-to-Use Telephone with Caller ID/Call Waiting, 13 Speed Dial Keys, No AC Power Required, Flash, Volume Control, Hearing Aid Compatible,Wall-mount, Black",22.4,23.86,4.1,1742,15,14.8,False,False,True,False,100,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B084CVPLLC,Moto G stylus | 2020 | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Indigo,149.99,179.99,4.4,6645,5,89.95,False,False,True,False,469,"FREE delivery Fri, Sep 27",True
B00BLVLHEU,VTech CS6629 Dect 6.0 1-Handset Cordless Answering System,38.58,38.58,4.4,2145,24,17.63,False,False,True,False,100,"FREE delivery Tue, Sep 24",False
B004KQDBKG,"Panasonic KX-TS880B Integrated Corded Telephone,Black",55.0,59.99,3.9,862,3,16.41,False,False,True,False,50,"FREE delivery Tue, Sep 24",False
B0C6SLFZ1T,"Corded Phone for Home, Durable landline Phone with Large Buttons for Seniors, Versatile Mini Phone for The Home, Office, and More (Black)",13.98,13.98,3.6,314,1,13.98,False,False,True,False,200,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B09MMJWHDX,TCL Flip Pro Slate Gray Basic Flip Phone (Verizon),41.0,41.0,3.0,105,6,34.48,False,False,False,False,200,FREE delivery Sep 24 - 26 Or fastest delivery Sep 23 - 25,False
B08M46Q3C1,"Panasonic Office Phone System, Corded Base Station with 4-Lines Expandable with Up to 10 Compatible Panasonic Business Phones Wirelessly - KX-TGW420B (Black)",146.29,169.99,3.8,136,23,61.19,False,False,True,False,100,"FREE delivery Tue, Sep 24",False
B0BQZP5XQP,"Old Style Wall Phone-Freely Adjust The Volume Landline Phone, Classic Retro Design Landline Phones for Home, Wall Phones for Landline, Suitable for Living Room, School, Home, Office(Black)",9.99,9.99,3.4,349,1,9.99,False,False,True,False,200,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B0CSDWT13K,Xiaomi Redmi Note 13 4G LTE (256GB + 8GB) 6.67&quot; 108MP Triple (Tmobile Mint Tello Global) Global Bands Unlocked + (Fast Car Dual Charger Bundle) (MidnightBlack Global ROM),159.69,169.99,4.4,155,1,159.69,False,False,True,False,300,"FREE delivery Tue, Sep 24",True
B0D5GJ5RFH,X3 2024 New Cheap 4G LTE GSM Unlocked Android Phones 6.0” Cell Phone 3000mAh Android Phone 8MP Smartphone 16GB Dual SIM (for T-Mobile Metro Mint Tello USA Market) Face Unlocked (Gold),59.99,59.99,1.6,4,1,59.99,False,False,True,False,50,"FREE delivery Tue, Sep 24",False
B0B7KNC1CM,"SMPL Big Button Phone for Seniors, Simple Corded Landline &amp; VOIP Home Telephone for Elderly, Handicap, Alzheimer’s, Dementia, Hearing Impaired 56011",64.99,64.99,4.1,1952,1,64.99,False,False,True,False,50,"FREE delivery Tue, Sep 24",False
B001TK3DLS,"AT&amp;T TR1909B Trimline Corded Phone with Caller ID, Black",23.04,23.04,4.1,2406,45,13.73,False,False,True,False,100,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B0CQPBKCNH,"Hellobaby DECT 6.0 Cordless Phone with 2 Handsets, Reliable 1000 ft Range, Cordless Home Phone with Caller ID/Call Waiting, Call Block, Phones Landline Cordless with Blue Backlit Display, HB2688-2",27.99,37.99,3.9,178,3,25.93,False,False,True,False,200,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B0CH9P3HYW,"VTech IS8251 Business Grade Expandable Cordless Phone for Home Office, 5&quot; Color Display, Programmable Short Cut Keys, Smart Call Blocking, Answering System, Bluetooth Connect to Cell",89.95,109.95,4.2,918,2,56.58,False,False,True,False,469,"FREE delivery Tue, Sep 24",False
B07DVTRK72,"Y043 Corded Landline Telephone for Home, Caller ID/Call Waiting, Easy-to-Use, Speaker, Display, Desk Phone Only (Off-White)",18.98,29.98,3.8,1235,1,18.98,False,False,True,False,100,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B0D749T6DG,"Gabb Phone 4 Pro The Safe Phone Built for Teens - No Social Media/Internet, GPS Tracking, Parental Controls, Talk &amp; Text, Safe Messaging, Safe Video Calls, 30 Activation Fee",199.99,199.99,4.5,29,1,199.99,False,False,True,True,50,"FREE delivery Tue, Sep 24",False
B0CK2RLX1N,"Motorola Edge + Plus | 2022 | US Version| 5G Smartphone with Android 12.0 | 8 GB Memory | 50MP Camera | 4800mAh, More Than All Day Battery Life | Unlocked Phone | (128GB | Cosmos Blue) (Renewed)",184.95,219.0,4.0,69,1,184.95,False,False,False,False,469,"FREE delivery Sep 25 - 27 Or fastest delivery Tomorrow, Sep 20 Only 1 left in stock - order soon.",True
B0CJ7VVD3X,X1 2024 New 4G LTE GSM Unlocked Cell Phone 6.5” HD+ Screen Mobile Phones 4000mAh Android 10 Smart phone 16MP Smartphone Dual SIM (For T-mobile Metro Mint Tello USA Market) Face Unlock (Black),68.99,68.99,3.2,36,1,68.99,False,False,True,False,50,"FREE delivery Tue, Sep 24",False
B09SM6GR4B,Moto G Power | 2022 | 3-Day Battery | Unlocked | Made for US by Motorola | 4/128GB | 50 MP Camera | Ice Blue,179.99,179.99,4.2,2671,9,79.99,False,False,False,False,469,FREE delivery,True
B0016ALH32,"XL88Q - Easy to Use One-Piece Telephone with Ring/in-Use Light Indicator, Extra Loud-Extra Clear Volume Boost, for Busy Settings, Elderly &amp; Teenagers, Corded Landline Telephone, Pack of 1",19.99,19.99,4.2,211,3,17.2,False,False,True,True,200,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B0D8B4HNNX,"OUKITEL G1 Rugged Smartphone Unlocked - 24+256GB/1TB Android 14 Rugged Cellphones, 6.52” HD Display 48MP Rear Camera 10600mAh Battery IP68/IP69K Waterproof Phone, Dual Sim/NFC/Fingerprint 2024",199.99,199.99,4.6,39,1,199.99,False,False,True,False,100,"FREE delivery Tue, Sep 24 Only 18 left in stock - order soon.",False
B0CNPHHTM3,"HelloBaby DECT 6.0 Cordless Phone with 2 Handsets, Advanced Call Block, Expandable Cordless Phone with Trilingual Caller ID/Call Waiting, Full-Duplex Handset Speakerphone, Reliable 1000ft Range",39.99,42.99,3.9,300,3,34.74,False,False,True,False,100,"FREE delivery Tue, Sep 24",False
B074VFRKZG,Motorola Moto X4 Factory Unlocked Phone - 32GB - 5.2&quot; - Super Black - PA8S0006US,120.0,120.0,3.9,285,5,109.95,False,False,True,False,469,"FREE delivery Tue, Sep 24",False
B0BYJJYLJ8,"VTech LS6381-2 Bluetooth Speaker with Echo Cancellation, Noise Reduction, Music Streaming, PC/Landline/Cellular Calls, Paired with DECT6.0 Cordless Handset, Answering System, Smart Call Blocker,Black",40.93,40.93,4.1,1899,17,36.71,False,False,True,False,500,"FREE delivery Tue, Sep 24 Only 5 left in stock - order soon.",False
B0C5CJFVVD,"SAMSUNG Galaxy S20 FE 5G (128GB, 6GB) 6.5&quot; AMOLED, Snapdragon 865, Volte (Fully Unlocked for T-Mobile, AT&amp;T, Verizon, Global) G781U1 (w/Wireless Charger, Navy) (Renewed)",199.0,199.0,3.9,1604,5,150.0,False,False,True,False,469,"FREE delivery Tomorrow, Sep 20 Only 5 left in stock - order soon.",True
B099NZRSND,Motorola One 5G UW 128GB Oxford Blue for Verizon (Renewed),82.85,97.99,4.3,162,8,73.99,False,False,False,True,469,FREE delivery Sep 24 - 26 Or fastest delivery Sep 20 - 24,False
B0D1C7N13W,"AT&amp;T Essentials Edge Pro Case, Cell Phone Accessories, with Drop Protection for Apple iPhone (Clear Edge, iPhone 15/14/13)",17.99,29.99,3.4,6,1,17.99,False,False,True,False,469,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",True
B0016CVUR8,Hamburger Cheeseburger Burger Phone Telephone IN JUNO(Telephone),12.98,15.8,4.3,1079,8,12.0,False,False,True,False,100,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B00R2K4LCY,"Scosche MAGWSM2 MagicMount Magnetic Suction Cup Mount for Car Windshield or Dashboard, 360° Adjustable Magnet Head, Universal Cell Phone Holder for Car, Compatible with iPhone, Samsung &amp; All Devices",11.99,11.99,4.4,53768,4,8.89,False,False,True,False,200,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B09GKPDCVW,Yealink W76P - IP DECT Phone Bundle W56H with W70 Base,161.23,179.99,4.2,155,31,95.0,False,False,False,False,200,"FREE delivery Tue, Sep 24 Only 11 left in stock - order soon.",False
B0CNT2N5LK,"Unlocked Smartphone, 6.3 inch HD Display, Android10.0, Dual SIM, Dual Cameras, 1GB RAM+16GB ROM (Expandable to 128GB), Support: WiFi, Bluetooth, GPS 3G Mobile Phones (Black)",65.99,65.99,3.0,165,1,65.99,False,False,True,False,100,"FREE delivery Fri, Sep 27",True
B09GKXZCWY,"SAMSUNG Galaxy Z Flip 3 5G Factory Unlocked Android Cell Phone US Version Smartphone Flex Mode Intuitive Camera Compact 128GB Storage US Warranty, Green (Renewed)",326.0,539.99,3.9,313,4,214.99,False,False,False,True,50,"FREE delivery Sep 26 - Oct 2 Or fastest delivery Tomorrow, Sep 20 Only 3 left in stock - order soon.",False
B094XLBK47,Samsung Galaxy A51 5G | A516U | 128GB | Single SIM | Android Smartphone | Prism Crush Blue - Verizon Locked - (Renewed),144.0,144.0,4.1,103,9,134.0,False,False,True,True,469,"FREE delivery Wed, Sep 25",False
B0CNNNYPPR,KYOCERA New E4830 DuraXE Epic AT&amp;T/Unlocked FirstNet Flip Smart Phone 16GB Rugged PTT Wi-Fi LTE Black (US Warranty) NO Verizon,199.95,199.95,4.2,23,2,84.55,False,False,False,False,100,"FREE delivery Fri, Sep 27 Or fastest delivery Tomorrow, Sep 20",False
B073FLYQZ5,Panasonic KX-TGM420W + (1) KX-TGMA44W Amplified Cordless Phone with Digital Answering Machine and Voice Volume Booster upto 40 dB (2 Handsets),195.24,195.24,4.3,951,1,195.24,False,False,False,False,100,"FREE delivery Sep 23 - 25 Or fastest delivery Tomorrow, Sep 20",False
B0D8765X3Q,"VTech 3-Handset Cordless Phone with Answering Machine, with Large Display and Big Buttons Caller ID, Full-Duplex Speakerphone, Last 10 Number Redial, Easy to use VG232-3",65.95,65.95,4.5,19,3,45.77,False,False,True,False,100,"FREE delivery Thu, Sep 26 Or fastest delivery Tue, Sep 24",False
B0CH7Q92J8,"NUU A23Plus Basic Cell Phone for AT&amp;T, T-Mobile, Cricket, Mint Mobile, Metro, 64G/3GB 6.3&quot; 4G LTE, Q Link, Hello Mobile Dual SIM, Black, 365 Days US Warranty with Detachable &amp; Replaceable Battery",79.99,84.99,3.7,400,1,79.99,False,False,True,False,400,"FREE delivery Tue, Sep 24",False
B0CMTLGC9W,"Kids Smart Phone for Girls, Christmas Birthday Gifts for Girls Age 3-10 Kids Toys Cell Phone, 2.8&quot; Touchscreen Toddler Learning Play Toy Phone with Dual Camera, Game, Music Player, 8G SD Card (Purple)",31.99,39.99,4.2,1373,3,26.93,False,False,True,False,4000,"FREE delivery Tue, Sep 24",False
B0BYL93774,"Apple iPhone 14, 128GB, Midnight - Unlocked (Renewed Premium)",541.06,579.0,4.2,776,6,511.67,False,False,True,False,500,"FREE delivery Tue, Sep 24",True
B075Q15QBW,ZTE Cymbal 4G LTE speed &quot;Verizon Prepaid&quot; Cell Phone - Silver,70.0,70.0,3.5,294,5,14.97,False,False,True,False,469,"FREE delivery Tue, Sep 24",False
B09D55BNYB,Motorola Moto G Stylus 128GB Mystic Indigo from Verizon (Renewed),66.89,77.0,4.0,119,10,62.22,False,False,False,True,469,"FREE delivery Sat, Sep 21 Or fastest delivery Tomorrow, Sep 20 Only 2 left in stock - order soon.",False
B0CYGZFC54,"Mini Phone, 2.5 Inch 3G Mini Smartphone 2GB RAM 16GB ROM Backup Cellphone Lightweight 5MP Student Cellphone Unlocked Quad Core",39.99,39.99,2.7,26,1,39.99,False,False,True,False,200,"FREE delivery Tue, Sep 24",False
B0DCJRJDZS,A23 Unlocked Android Phone 6.7-inch HD LCD Unlocked Cell Phone 6GB+128GB Android 13 Smartphone 5500 mAh Large Battery Unlocked Phone 50MP+13MP Camera 4G Dual SIM (Black),99.99,109.99,5.0,3,1,99.99,False,False,False,False,50,FREE delivery,False
B0C5BHVCSJ,motorola Moto G Play 2023 3-Day Battery Unlocked Made for US 3/32GB 16MP Camera Navy Blue (Renewed),72.99,99.0,3.9,291,17,69.94,False,False,True,False,400,"FREE delivery Fri, Sep 27 Only 1 left in stock - order soon.",False
B08HC5GMK2,Samsung Galaxy A11 32GB A115U Fully Unlocked Smartphones (Renewed),83.0,83.0,4.0,1194,16,69.99,False,False,False,True,100,"FREE delivery Sat, Sep 21 Only 8 left in stock - order soon.",False
B0CN6Q9D6T,"AGM M9 Rugged Basic Cell Phone, 4G Feature Phone, Simple Mobile Phones, Waterproof, Drop-Proof, Large Buttons, Large Font, Speed Dial, 3 Card Slots, FM Radio, w/Flashlight, 1000mAh, for T-Mobile Only",49.99,79.99,3.8,299,1,49.99,False,False,True,False,300,"FREE delivery Tue, Sep 24",False
B07P936C7F,"Yealink SIP-T57W IP Phone - Corded/Cordless - Corded/Cordless - Wi-Fi, Bluetooth - Wall Mountable, Desktop - Classic Gray",202.0,359.0,3.7,93,25,164.35,False,False,False,False,469,"FREE delivery Sep 24 - 26 Or fastest delivery Mon, Sep 23 Only 10 left in stock - order soon.",False
B0BWJKXM2M,"Corded Phone, Landline Phone for Home, Mini Phone Use HD Call IC Chip, Used in Hotel/Office/Bank Call Center (Black)",13.89,13.89,3.8,144,1,13.89,False,False,True,False,100,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B0BPN14LQG,Samsung Galaxy A23 5G SM-A236U Factory Unlocked 64GB Black (Renewed),125.0,134.0,4.1,309,19,103.9,False,False,False,False,300,"FREE delivery Sat, Sep 21 Only 1 left in stock - order soon.",False
B0CFB7W1W2,"Total by Verizon Motorola Moto g Play, 32GB, Black - Prepaid Smartphone (Locked)",49.88,49.88,3.8,99,10,43.89,False,False,True,False,50,"FREE delivery Tue, Sep 24",False
B0CLM9X2PP,Xiaomi Redmi 13C 4G LTE (128GB + 4GB) Factory Unlocked Global ROM GSM 6.74&quot; 50MP Triple Camera (Tello Mint &amp; Global) + Free Fast Car Charger (Midnight Black Global ROM) (Midnight Black Global ROM),117.99,117.99,4.2,133,4,117.7,False,False,True,False,200,"FREE delivery Fri, Sep 27 Only 6 left in stock - order soon.",False
B09Q98BRRN,"SAMSUNG Galaxy A03 Core (SM-A032/DS) Dual SIM 32GB/ 2GB RAM, GSM Unlocked International Version - No Warranty - Black",89.0,89.0,3.8,1819,2,67.17,False,False,True,False,200,"FREE delivery Wed, Sep 25",False
B00ZYHA1KI,Hamilton CapTel 2400i Captioned Telephone Large Touch-Screen Captioned Telephone with 40dB Amplification,75.0,75.0,4.3,1603,4,59.99,False,False,True,False,300,"FREE delivery Tue, Sep 24",False
B099N3XGP7,"AT&amp;T CL83507 DECT 6.0 5-Handset Cordless Phone for Home with Dual Keypad Base, Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Silver/Black",131.88,139.95,4.3,3777,3,62.01,False,False,True,False,200,"FREE delivery Thu, Sep 26 Or fastest delivery Tue, Sep 24",False
B07MZDNBDJ,BLU Z5 -GSM Unlocked Dual Sim -Black,22.99,22.99,3.2,3283,1,22.99,False,False,True,False,300,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",True
B0CLLV68VK,Xiaomi Redmi Note 13 PRO 5G + 4G LTE (256GB + 8GB) 6.67&quot; 200MP Triple (Tmobile Mint Tello &amp; Global) Global Bands Unlocked + (Fast Car Dual Charger Bundle) (Midnight Black (Global ROM)),283.69,283.69,4.6,934,1,283.69,False,False,True,False,300,"FREE delivery Tue, Sep 24 Only 11 left in stock - order soon.",True
B09PFC2DVD,Motorola Moto G Stylus | 2022 | 2-Day battery | Unlocked| Made for US by Motorola | 6/128GB | 50MP Camera | Twilight Blue,169.0,169.0,4.2,2396,5,109.99,False,False,True,False,50,"FREE delivery Tue, Sep 24 Only 12 left in stock - order soon.",True
B08MV7HWFK,"Google Pixel 5 5G, US Version, 128GB, Just Black - Unlocked (Renewed)",154.31,284.99,3.9,2306,7,134.99,False,False,False,True,200,"FREE delivery Fri, Sep 27 Or fastest delivery Tomorrow, Sep 20 Only 6 left in stock - order soon.",True
B09478TZZY,"Samsung Galaxy S21 5G, US Version, 128GB, Phantom Violet - AT&amp;T (Renewed)",209.95,209.95,4.0,1729,5,164.95,False,False,False,True,469,"FREE delivery Sep 23 - 25 Or fastest delivery Tomorrow, Sep 20",True
B0CHH83K3W,Total by Verizon Motorola Moto g Pure Locked 32GB 4000 mAh Battery 13 MP Dual Camera System 6.5&quot; Max Vision HD+ Display Blue,49.65,49.65,3.9,292,4,49.27,False,False,True,False,100,"FREE delivery Tue, Sep 24",False
B086W923PZ,"D1005 Cordless Phone for Home, ECO Technology, Caller ID, Speakerphone(Single Pack, Black)",27.98,32.98,3.8,1414,1,27.98,False,False,True,False,50,"FREE delivery Wed, Sep 25 on $35 of items shipped by Amazon",False
B0D5PFR7DK,Moto G Stylus 5G | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Scarlet Wave,399.99,399.99,4.3,48,2,335.99,False,False,True,False,300,"FREE delivery Tue, Sep 24",False
B0D8VXV8RM,Kids Smart Phone Toys Cell Phone for Boys Girls Toddlers Baby Childrens 3-8 Years Old with Camera Touchscreen for Birthday,39.99,39.99,4.4,31,1,39.99,False,False,True,False,100,"FREE delivery Tue, Sep 24",False
B0CH964JZ8,LIVELY Jitterbug Smart4 Smartphone for Seniors - Cell Phone for Seniors - Not Compatible with Other Wireless Carriers - Must Be Activated Phone Plan,71.99,119.99,4.0,1857,3,65.35,False,False,True,False,500,"FREE delivery Tue, Sep 24",False
B0B4F4DH6H,"Panasonic Expandable Corded Phone System, Bluetooth Pairing for Wireless Headphones and Hearing Aids, Smart Call Block, KX-TGF892B (Black), 2 Cordless + 1 Corded Handset (Pack of 1)",114.28,129.99,4.2,539,2,41.84,False,False,True,False,50,"FREE delivery Tue, Sep 24",False
B0D6Z95D5K,Motorola Moto G04 XT2421-2 (Dual Sim) Factory GSM Unlocked | 4+128GB | 6.56&quot; 90Hz LCD Display | 16MP Camera | International Model - (Green),119.99,119.99,5.0,1,1,119.99,False,False,True,False,100,"FREE delivery Wed, Sep 25",True
B0C9LPCS42,"Nothing Phone (2) - 512 GB + 12 GB Ram, Glyph Interface, OS 2.0, 50 MP Dual Camera,OIS, 6.7” LTPO OLED Display, 4700mAh Battery, Water Resistant IP54, LTE, GSM only, Android Phone, Dark Grey",689.99,689.99,4.5,224,6,640.28,False,False,False,False,469,FREE delivery,True
B0CY8Q7V4S,Samsung Galaxy A35 5G A356E 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin Variant/US Compatible LTE) - Awesome Ice Blue,255.0,255.0,4.2,51,11,244.97,False,False,True,False,100,"FREE delivery Tue, Sep 24 Only 19 left in stock - order soon.",False
B07ZR9YHPY,Vtech AT2909/CL2909 Corded Speakerphone,34.67,34.67,4.2,290,22,13.98,False,False,True,False,100,"FREE delivery Tue, Sep 24 on $35 of items shipped by Amazon",False
B0D7HWR5QG,"Google Pixel 9 Pro XL - Unlocked Android Smartphone with Gemini, Triple Rear Camera System, 24-Hour Battery, and 6.8&quot; Super Actua Display - Obsidian - 256 GB",1199.0,1199.0,4.3,41,3,1151.04,False,False,True,False,300,"FREE delivery Tue, Sep 24",False
B0CV73SG4Z,"SAMSUNG Galaxy S24 Ultra 5G S9280 Physical Dual SIM 512GB 12GB RAM AI Smartphone, Factory Unlocked, Global Model, Long Battery Life - Titanium Violet",993.9,993.9,4.3,43,1,993.9,False,False,False,False,200,"FREE delivery Tue, Sep 24",False
